,Data,Hora,DV(Direção do Vento) - °,DVG(Direção do Vento Global) - °,MP10(Partículas Inaláveis) - µg/m3,MP2.5(Partículas Inaláveis Finas) - µg/m3,NO(Monóxido de Nitrogênio) - µg/m3,NO2(Dióxido de Nitrogênio) - µg/m3,NOx(Óxidos de Nitrogênio) - ppb,O3(Ozônio) - µg/m3,PRESS(Pressão Atmosférica) - hPa,SO2(Dióxido de Enxofre) - µg/m3,TEMP(Temperatura do Ar) - °C,UR(Umidade Relativa do Ar) - %,RADUV(Radiação Ultra-violeta) - W/m2,VV(Velocidade do Vento) - m/s,DV(Direção do Vento) - ° - Guilherme Alvaro,DVG(Direção do Vento Global) - ° - Guilherme Alvaro,MP10(Partículas Inaláveis) - µg/m3 - Guilherme Alvaro,NOx(Óxidos de Nitrogênio) - ppb - Guilherme Alvaro,O3(Ozônio) - µg/m3 - Guilherme Alvaro,PRESS(Pressão Atmosférica) - hPa - Guilherme Alvaro,TEMP(Temperatura do Ar) - °C - Guilherme Alvaro,UR(Umidade Relativa do Ar) - % - Guilherme Alvaro,VV(Velocidade do Vento) - m/s - Guilherme Alvaro,RADG(Radiação Solar Global) - W/m2 - Guilherme Alvaro,RADUV(Radiação Ultra-violeta) - W/m2 - Guilherme Alvaro
781,03/10/2020,14:00,206.0,209.0,10.0,0.0,0.0,5.0,3.0,48.0,"1004,2",0.0,"23,5",,,"1,6","147,0","174,0","32,0",nan,"65,0","1013,4","23,3","100,0","1,1","82,0",nan
782,03/10/2020,15:00,213.0,208.0,26.0,6.0,0.0,6.0,3.0,50.0,"1003,8",1.0,"23,1",,,"2,0","888,0","190,0","10,0",nan,"67,0","1013,0","22,8","100,0","1,0","40,0",nan
783,03/10/2020,16:00,214.0,211.0,14.0,2.0,0.0,4.0,2.0,51.0,"1003,6",0.0,"22,9",,,"2,2","888,0","247,0","11,0",nan,"67,0","1012,8","22,5","100,0","1,0","24,0",nan
784,03/10/2020,17:00,212.0,207.0,8.0,5.0,0.0,14.0,8.0,44.0,"1003,7",0.0,"22,8",,,"1,6","261,0","218,0","6,0",nan,"69,0","1012,8","22,5","100,0","1,0","6,0",nan
785,03/10/2020,18:00,217.0,212.0,6.0,4.0,0.0,9.0,5.0,47.0,"1004,2",0.0,"22,9",,,"1,2","260,0","267,0","9,0",nan,"63,0","1013,6","22,5","100,0","1,1","0,0",nan
786,03/10/2020,19:00,138.0,156.0,5.0,4.0,0.0,17.0,9.0,43.0,"1004,8",0.0,"23,2",,,"1,3","145,0","148,0","1,0",nan,"55,0","1014,3","22,8","100,0","0,7","0,0",nan
787,03/10/2020,20:00,136.0,147.0,48.0,14.0,2.0,30.0,17.0,32.0,"1005,3",0.0,"23,4",,,"1,2","146,0","140,0","23,0",nan,"54,0","1014,7","23,1","100,0","1,2","0,0",nan
788,03/10/2020,21:00,128.0,135.0,21.0,21.0,1.0,19.0,11.0,42.0,"1006,0",0.0,"23,5",,,"1,3","153,0","139,0","17,0",nan,"60,0","1015,4","23,3","100,0","1,5","0,0",nan
789,03/10/2020,22:00,124.0,133.0,21.0,16.0,1.0,13.0,8.0,51.0,"1006,5",0.0,"23,5",,,"1,4","142,0","141,0","17,0",nan,"67,0","1015,9","23,3","100,0","1,8","0,0",nan
790,03/10/2020,23:00,126.0,121.0,16.0,9.0,1.0,10.0,6.0,49.0,"1006,7",0.0,"23,0",,,"2,1","141,0","131,0","15,0",nan,"62,0","1016,0","22,9","100,0","2,0","0,0",nan
791,03/10/2020,24:00,,,,,,,,,,,,,,,"142,0","128,0","3,0",nan,"57,0","1016,1","22,5","100,0","2,0","0,0",nan
792,04/10/2020,01:00,,,,,,,,,,,,,,,"133,0","127,0","3,0",nan,"58,0","1016,2","22,2","100,0","2,0","0,0",nan
793,04/10/2020,02:00,,,,,,,,,,,,,,,"115,0","115,0","7,0",nan,"60,0","1015,6","22,1","100,0","2,2","0,0",nan
794,04/10/2020,03:00,,,,,,,,,,,,,,,"111,0","119,0","20,0",nan,"52,0","1015,2","21,6","100,0","1,8","0,0",nan
795,04/10/2020,04:00,,,,,,,,,,,,,,,"105,0","114,0","8,0",nan,"57,0","1015,2","21,4","100,0","1,7","0,0",nan
796,04/10/2020,05:00,,,,,,,,,,,,,,,"111,0","116,0","14,0",nan,"49,0","1015,3","21,4","100,0","1,5","0,0",nan
797,04/10/2020,06:00,,,,,,,,,,,,,,,"110,0","113,0","13,0",nan,nan,"1015,5","21,6","100,0","1,6","0,0",nan
798,04/10/2020,07:00,,,,,,,,,,,,,,,"114,0","126,0","17,0",nan,"54,0","1015,6","21,5","100,0","1,6","4,0",nan
799,04/10/2020,08:00,,,,,,,,,,,,,,,"126,0","124,0","18,0",nan,"57,0","1016,2","21,5","100,0","1,4","7,0",nan
800,04/10/2020,09:00,,,,,,,,,,,,,,,"116,0","119,0","12,0",nan,"57,0","1016,5","21,4","100,0","1,6","31,0",nan
801,04/10/2020,10:00,,,,,,,,,,,,,,,"113,0","113,0","17,0",nan,"55,0","1017,0","21,5","100,0","1,3","56,0",nan
802,04/10/2020,11:00,,,,,,,,,,,,,,,"110,0","110,0","8,0",nan,"53,0","1017,0","21,5","100,0","1,3","85,0",nan
803,04/10/2020,12:00,,,,,,,,,,,,,,,"118,0","117,0","10,0",nan,"41,0","1016,8","22,0","100,0","1,1","124,0",nan
804,04/10/2020,13:00,,,,,,,,,,,,,,,"117,0","117,0","14,0",nan,"55,0","1016,3","22,0","100,0","1,7","169,0",nan
805,04/10/2020,14:00,,,,,,,,,,,,,,,"122,0","115,0","22,0",nan,"53,0","1015,5","22,1","100,0","1,5","190,0",nan
806,04/10/2020,15:00,,,,,,,,,,,,,,,"132,0","126,0","13,0",nan,"59,0","1015,1","22,3","100,0","1,5","127,0",nan
807,04/10/2020,16:00,,,,,,,,,,,,,,,"143,0","133,0","16,0",nan,"62,0","1015,0","21,5","100,0","2,0","54,0",nan
808,04/10/2020,17:00,,,,,,,,,,,,,,,"130,0","124,0","16,0",nan,"59,0","1014,9","21,2","100,0","1,5","29,0",nan
809,04/10/2020,18:00,,,,,,,,,,,,,,,"113,0","114,0","6,0",nan,"61,0","1015,3","20,8","100,0","2,0","6,0",nan
810,04/10/2020,19:00,131.0,127.0,0.0,,,,,,"1007,1",8.0,"21,0",,,"3,3","117,0","112,0","9,0",nan,"62,0","1015,4","20,6","100,0","2,1","0,0",nan
811,04/10/2020,20:00,120.0,124.0,0.0,,0.0,1.0,0.0,53.0,"1006,7",0.0,"20,8",,,"2,3","130,0","118,0","9,0",nan,"60,0","1015,5","20,6","100,0","1,9","0,0",nan
812,04/10/2020,21:00,126.0,122.0,0.0,,0.0,3.0,2.0,51.0,"1006,6",0.0,"21,1",,,"2,8","111,0","116,0","7,0",nan,"52,0","1015,6","21,0","100,0","2,4","0,0",nan
813,04/10/2020,22:00,119.0,117.0,0.0,,0.0,1.0,1.0,52.0,"1006,7",0.0,"21,7",,,"2,0","115,0","115,0","12,0",nan,"48,0","1015,8","21,5","100,0","2,0","0,0",nan
814,04/10/2020,23:00,111.0,111.0,0.0,,0.0,4.0,2.0,49.0,"1006,2",0.0,"22,0",,,"1,8","119,0","115,0","15,0",nan,"45,0","1015,4","21,6","100,0","1,7","0,0",nan
815,04/10/2020,24:00,103.0,109.0,0.0,,0.0,8.0,4.0,46.0,"1005,7",0.0,"22,1",,,"1,3","122,0","117,0","16,0",nan,"39,0","1014,8","21,7","100,0","1,4","0,0",nan
816,05/10/2020,01:00,111.0,97.0,12.0,,,,,44.0,"1005,0",0.0,"22,2",,,"1,1","110,0","115,0","20,0",nan,"24,0","1014,1","21,9","100,0","1,4","0,0",nan
817,05/10/2020,02:00,123.0,111.0,66.0,,0.0,4.0,2.0,48.0,"1004,2",0.0,"22,3",,,"1,1","111,0","113,0","23,0",nan,"19,0","1013,4","21,9","100,0","1,1","0,0",nan
818,05/10/2020,03:00,132.0,129.0,31.0,,0.0,5.0,3.0,45.0,"1003,5",0.0,"22,4",,,"1,3","116,0","118,0","11,0",nan,"29,0","1012,8","21,9","100,0","1,0","0,0",nan
819,05/10/2020,04:00,133.0,115.0,33.0,,0.0,10.0,6.0,40.0,"1003,2",,"22,4",,,"1,1","125,0","122,0","12,0",nan,"22,0","1012,6","22,0","100,0","0,9","0,0",nan
820,05/10/2020,05:00,777.0,117.0,25.0,,0.0,8.0,4.0,38.0,"1003,3",1.0,"22,4",,,"0,0","109,0","91,0","18,0",nan,"10,0","1012,7","22,0","100,0","0,6","0,0",nan
821,05/10/2020,06:00,777.0,27.0,23.0,,14.0,36.0,30.0,,"1003,6",1.0,"22,3",,,"0,0","777,0","324,0","24,0",nan,nan,"1013,0","21,8","100,0","0,0","0,0",nan
822,05/10/2020,07:00,777.0,13.0,25.0,,63.0,39.0,72.0,2.0,"1003,9",2.0,"22,5",,,"0,0","777,0","315,0","24,0",nan,"2,0","1013,2","22,2","100,0","0,0","44,0",nan
823,05/10/2020,08:00,31.0,40.0,24.0,,53.0,45.0,67.0,6.0,"1004,1",3.0,"23,8",,,"0,7","320,0","315,0","9,0",nan,"6,0","1013,5","24,5","99,0","0,6","257,0",nan
824,05/10/2020,09:00,39.0,43.0,20.0,,11.0,22.0,21.0,25.0,"1004,1",3.0,"26,4",,,"1,7","329,0","22,0","8,0",nan,"23,0","1013,6","27,2","88,0","0,8","457,0",nan
825,05/10/2020,10:00,122.0,93.0,23.0,,3.0,7.0,6.0,42.0,"1003,7",1.0,"27,4",,,"1,4","123,0","120,0","18,0",nan,"38,0","1013,3","26,9","87,0","1,1","297,0",nan
826,05/10/2020,11:00,121.0,122.0,23.0,,4.0,7.0,7.0,43.0,"1003,4",1.0,"26,7",,,"1,6","135,0","131,0","28,0",nan,"48,0","1012,7","26,6","89,0","1,5","299,0",nan
827,05/10/2020,12:00,129.0,136.0,24.0,16.0,4.0,10.0,9.0,43.0,"1002,8",1.0,"27,4",,,"1,6","143,0","134,0","21,0",nan,"47,0","1012,0","26,9","89,0","1,4","274,0",nan
828,05/10/2020,13:00,126.0,121.0,28.0,20.0,3.0,8.0,6.0,47.0,"1001,9",1.0,"27,8",,,"1,6","108,0","114,0","26,0",nan,"51,0","1011,1","28,2","82,0","1,2","483,0",nan
829,05/10/2020,14:00,133.0,132.0,24.0,17.0,2.0,7.0,5.0,49.0,"1001,2",1.0,"27,5",,,"1,8","127,0","120,0","18,0",nan,"48,0","1010,4","27,5","85,0","1,2","251,0",nan
830,05/10/2020,15:00,157.0,155.0,20.0,6.0,4.0,10.0,8.0,45.0,"1000,5",1.0,"27,9",,,"1,5","125,0","122,0","25,0",nan,"44,0","1009,7","27,9","84,0","1,1","267,0",nan
831,05/10/2020,16:00,125.0,140.0,31.0,15.0,3.0,11.0,8.0,45.0,"1000,4",1.0,"27,0",,,"1,4","137,0","149,0","41,0",nan,"51,0","1009,6","26,4","93,0","1,1","131,0",nan
832,05/10/2020,17:00,133.0,146.0,24.0,7.0,2.0,12.0,8.0,43.0,"1000,4",1.0,"26,9",,,"1,3","154,0","208,0","16,0",nan,"55,0","1009,6","25,9","93,0","0,9","106,0",nan
833,05/10/2020,18:00,119.0,139.0,28.0,15.0,1.0,15.0,9.0,41.0,"1000,5",1.0,"25,6",,,"1,1","246,0","253,0","21,0",nan,"58,0","1009,7","25,0","95,0","0,6","28,0",nan
834,05/10/2020,19:00,322.0,323.0,26.0,4.0,1.0,23.0,13.0,32.0,"1000,4",1.0,"24,3",,,"0,8","777,0","323,0","13,0",nan,"49,0","1009,8","23,8","98,0","0,0","0,0",nan
835,05/10/2020,20:00,336.0,332.0,24.0,1.0,4.0,48.0,28.0,14.0,"1000,2",1.0,"24,1",,,"0,8","777,0","312,0","16,0",nan,"7,0","1009,6","23,6","100,0","0,0","0,0",nan
836,05/10/2020,21:00,156.0,141.0,37.0,11.0,17.0,43.0,36.0,3.0,"1000,3",1.0,"23,6",,,"0,7","777,0","116,0","22,0",nan,"1,0","1009,7","23,1","100,0","0,0","0,0",nan
837,05/10/2020,22:00,777.0,34.0,60.0,17.0,48.0,48.0,65.0,3.0,"1000,5",1.0,"23,1",,,"0,0","777,0","143,0","34,0",nan,"2,0","1009,9","22,9","100,0","0,0","0,0",nan
838,05/10/2020,23:00,777.0,344.0,52.0,25.0,49.0,46.0,64.0,2.0,"1000,5",2.0,"22,9",,,"0,0","777,0","328,0","31,0",nan,"0,0","1009,9","22,6","100,0","0,0","0,0",nan
839,05/10/2020,24:00,777.0,35.0,38.0,16.0,72.0,41.0,80.0,2.0,"1000,4",2.0,"22,8",,,"0,0","777,0","333,0","26,0",nan,"0,0","1009,8","22,5","100,0","0,0","0,0",nan
840,06/10/2020,01:00,10.0,14.0,97.0,17.0,,,,2.0,"999,9",3.0,"22,6",,,"0,9","777,0","5,0","38,0",nan,"1,0","1009,3","22,2","100,0","0,0","0,0",nan
841,06/10/2020,02:00,777.0,27.0,65.0,22.0,118.0,38.0,116.0,1.0,"999,1",3.0,"22,0",,,"0,0","777,0","98,0","58,0",nan,"1,0","1008,5","21,9","100,0","0,0","0,0",nan
842,06/10/2020,03:00,777.0,153.0,52.0,25.0,111.0,34.0,108.0,1.0,"998,6",3.0,"21,8",,,"0,0","777,0","50,0","45,0",nan,"0,0","1008,0","21,5","100,0","0,0","0,0",nan
843,06/10/2020,04:00,777.0,211.0,44.0,35.0,96.0,34.0,96.0,1.0,"998,8",,"21,9",,,"0,0","888,0","215,0","59,0",nan,"1,0","1008,1","21,8","100,0","0,4","0,0",nan
844,06/10/2020,05:00,777.0,244.0,43.0,26.0,8.0,36.0,26.0,4.0,"999,3",2.0,"22,7",,,"0,0","270,0","276,0","68,0",nan,"5,0","1008,5","22,4","100,0","0,6","0,0",nan
845,06/10/2020,06:00,777.0,329.0,44.0,28.0,54.0,27.0,59.0,,"999,9",2.0,"22,7",,,"0,0","300,0","301,0","50,0",nan,nan,"1009,1","22,3","100,0","0,7","1,0",nan
846,06/10/2020,07:00,777.0,272.0,34.0,16.0,2.0,16.0,10.0,22.0,"1000,7",1.0,"23,0",,,"0,0","302,0","308,0","38,0",nan,"3,0","1009,9","22,3","100,0","0,7","38,0",nan
847,06/10/2020,08:00,314.0,283.0,30.0,11.0,3.0,16.0,11.0,28.0,"1001,5",1.0,"23,7",,,"0,9","287,0","270,0","36,0",nan,"23,0","1010,6","23,8","100,0","0,7","185,0",nan
848,06/10/2020,09:00,227.0,230.0,30.0,15.0,4.0,15.0,11.0,27.0,"1002,1",1.0,"25,0",,,"1,1","267,0","251,0","15,0",nan,"34,0","1011,3","25,4","100,0","0,9","289,0",nan
849,06/10/2020,10:00,215.0,221.0,20.0,7.0,2.0,7.0,6.0,38.0,"1002,5",1.0,"26,4",,,"1,2","888,0","272,0","25,0",nan,"45,0","1011,7","26,0","98,0","0,7","276,0",nan
850,06/10/2020,11:00,213.0,221.0,17.0,1.0,1.0,6.0,4.0,40.0,"1002,5",1.0,"26,6",,,"1,5","262,0","246,0","19,0",nan,"50,0","1012,0","25,5","99,0","1,0","246,0",nan
851,06/10/2020,12:00,204.0,206.0,22.0,0.0,0.0,1.0,1.0,43.0,"1002,5",1.0,"25,6",,,"1,9","266,0","245,0","14,0",nan,"48,0","1012,1","24,9","100,0","1,1","131,0",nan
852,06/10/2020,13:00,211.0,210.0,11.0,1.0,0.0,3.0,2.0,46.0,"1002,3",1.0,"24,8",,,"1,7","143,0","173,0","21,0",nan,"50,0","1011,8","23,9","100,0","1,1","91,0",nan
853,06/10/2020,14:00,215.0,225.0,8.0,2.0,0.0,2.0,1.0,49.0,"1001,6",1.0,"24,8",,,"1,4","888,0","234,0","2,0",nan,"56,0","1011,2","23,8","100,0","0,8","138,0",nan
854,06/10/2020,15:00,210.0,220.0,5.0,2.0,0.0,5.0,3.0,46.0,"1001,2",1.0,"24,8",,,"1,2","888,0","218,0","6,0",nan,"57,0","1010,8","24,0","100,0","0,8","159,0",nan
855,06/10/2020,16:00,224.0,220.0,17.0,6.0,0.0,7.0,3.0,46.0,"1001,2",1.0,"24,4",,,"1,2","127,0","140,0","7,0",nan,"54,0","1010,8","23,8","100,0","0,9","98,0",nan
856,06/10/2020,17:00,212.0,209.0,12.0,1.0,0.0,11.0,6.0,43.0,"1001,3",1.0,"24,1",,,"1,1","140,0","155,0","21,0",nan,"48,0","1010,8","23,2","100,0","1,2","47,0",nan
857,06/10/2020,18:00,187.0,191.0,8.0,8.0,0.0,8.0,4.0,49.0,"1001,7",1.0,"23,6",,,"0,9","135,0","141,0","8,0",nan,"44,0","1011,1","23,1","100,0","1,0","10,0",nan
858,06/10/2020,19:00,151.0,159.0,13.0,16.0,0.0,10.0,5.0,47.0,"1002,3",1.0,"23,0",,,"0,8","136,0","144,0","12,0",nan,"52,0","1011,7","22,5","100,0","0,9","0,0",nan
859,06/10/2020,20:00,777.0,143.0,8.0,18.0,1.0,16.0,9.0,40.0,"1002,9",1.0,"22,7",,,"0,0","777,0","9,0","17,0",nan,"39,0","1012,1","22,1","100,0","0,0","0,0",nan
860,06/10/2020,21:00,24.0,37.0,17.0,13.0,7.0,44.0,29.0,12.0,"1003,7",1.0,"22,8",,,"0,8","302,0","316,0","30,0",nan,"4,0","1012,9","22,2","100,0","0,6","0,0",nan
861,06/10/2020,22:00,6.0,3.0,26.0,20.0,17.0,43.0,37.0,8.0,"1004,3",1.0,"22,8",,,"1,0","312,0","318,0","31,0",nan,"2,0","1013,5","22,2","100,0","0,6","0,0",nan
862,06/10/2020,23:00,206.0,213.0,11.0,7.0,5.0,45.0,28.0,8.0,"1004,3",1.0,"22,7",,,"1,0","304,0","281,0","17,0",nan,"12,0","1013,3","22,1","100,0","0,6","0,0",nan
863,06/10/2020,24:00,337.0,321.0,13.0,8.0,4.0,41.0,25.0,10.0,"1003,9",1.0,"22,4",,,"0,7","777,0","303,0","6,0",nan,"13,0","1013,0","21,9","100,0","0,0","0,0",nan
864,07/10/2020,01:00,777.0,15.0,12.0,9.0,,,,8.0,"1003,5",1.0,"22,3",,,"0,0","777,0","64,0","21,0",nan,"5,0","1012,6","21,8","100,0","0,0","0,0",nan
865,07/10/2020,02:00,777.0,35.0,35.0,21.0,68.0,45.0,79.0,6.0,"1003,2",2.0,"22,5",,,"0,0","777,0","281,0","20,0",nan,"5,0","1012,2","22,1","100,0","0,0","0,0",nan
866,07/10/2020,03:00,777.0,239.0,18.0,6.0,0.0,7.0,4.0,37.0,"1003,0",1.0,"22,4",,,"0,0","777,0","316,0","16,0",nan,"29,0","1012,1","22,0","100,0","0,0","0,0",nan
867,07/10/2020,04:00,777.0,142.0,7.0,0.0,0.0,5.0,3.0,42.0,"1002,9",,"22,2",,,"0,0","777,0","139,0","3,0",nan,"44,0","1012,3","21,8","100,0","0,0","0,0",nan
868,07/10/2020,05:00,777.0,158.0,8.0,1.0,1.0,16.0,9.0,34.0,"1002,9",0.0,"22,1",,,"0,0","129,0","130,0","3,0",nan,"46,0","1012,3","21,8","100,0","0,5","0,0",nan
869,07/10/2020,06:00,40.0,41.0,5.0,2.0,19.0,46.0,40.0,,"1003,0",1.0,"22,0",,,"0,9","107,0","107,0","2,0",nan,nan,"1012,4","21,8","100,0","0,6","0,0",nan
870,07/10/2020,07:00,42.0,37.0,11.0,5.0,26.0,43.0,44.0,5.0,"1003,2",1.0,"22,1",,,"0,8","777,0","352,0","5,0",nan,"5,0","1012,6","21,8","100,0","0,0","37,0",nan
871,07/10/2020,08:00,48.0,52.0,10.0,6.0,20.0,38.0,36.0,10.0,"1003,1",0.0,"22,7",,,"1,0","74,0","70,0","13,0",nan,"9,0","1012,5","22,5","100,0","0,8","131,0",nan
872,07/10/2020,09:00,228.0,210.0,10.0,4.0,7.0,21.0,17.0,22.0,"1003,1",1.0,"24,6",,,"1,3","124,0","148,0","0,0",nan,"24,0","1012,6","24,3","100,0","0,8","366,0",nan
873,07/10/2020,10:00,216.0,228.0,11.0,10.0,6.0,24.0,17.0,25.0,"1002,8",1.0,"26,2",,,"1,1","147,0","157,0","1,0",nan,"31,0","1012,4","26,6","92,0","1,0","405,0",nan
874,07/10/2020,11:00,127.0,133.0,9.0,9.0,3.0,14.0,10.0,43.0,"1002,4",1.0,"27,2",,,"1,7","141,0","143,0","11,0",nan,"38,0","1011,9","26,5","93,0","1,3","319,0",nan
875,07/10/2020,12:00,131.0,133.0,19.0,28.0,1.0,14.0,8.0,47.0,"1002,0",1.0,"26,5",,,"1,7","132,0","133,0","25,0",nan,"52,0","1011,3","26,7","91,0","1,1","225,0",nan
876,07/10/2020,13:00,137.0,140.0,12.0,12.0,2.0,19.0,12.0,43.0,"1001,9",1.0,"25,4",,,"1,7","154,0","155,0","33,0",nan,"52,0","1011,1","25,6","97,0","1,5","128,0",nan
877,07/10/2020,14:00,184.0,189.0,11.0,11.0,0.0,11.0,6.0,49.0,"1001,8",1.0,"24,9",,,"1,2","143,0","150,0","39,0",nan,"57,0","1011,0","24,1","100,0","1,5","89,0",nan
878,07/10/2020,15:00,148.0,154.0,11.0,5.0,2.0,14.0,9.0,44.0,"1001,1",1.0,"24,4",,,"1,2","152,0","150,0","19,0",nan,"57,0","1010,3","24,0","100,0","1,1","64,0",nan
879,07/10/2020,16:00,122.0,108.0,20.0,9.0,1.0,17.0,10.0,44.0,"1000,5",1.0,"24,0",,,"1,0","130,0","123,0","24,0",nan,"48,0","1009,6","24,0","100,0","0,9","37,0",nan
880,07/10/2020,17:00,35.0,50.0,16.0,8.0,2.0,23.0,14.0,39.0,"1000,2",1.0,"23,8",,,"1,6","95,0","97,0","30,0",nan,"30,0","1009,2","23,7","100,0","0,9","50,0",nan
881,07/10/2020,18:00,42.0,41.0,23.0,4.0,2.0,30.0,17.0,28.0,"999,6",1.0,"23,9",,,"1,6","94,0","97,0","18,0",nan,"40,0","1008,8","23,7","100,0","0,9","20,0",nan
882,07/10/2020,19:00,43.0,43.0,18.0,3.0,2.0,25.0,15.0,27.0,"998,9",0.0,"23,5",,,"1,8","94,0","95,0","17,0",nan,"30,0","1008,0","23,1","100,0","1,3","0,0",nan
883,07/10/2020,20:00,41.0,41.0,18.0,0.0,4.0,25.0,17.0,22.0,"998,3",0.0,"23,3",,,"1,7","93,0","92,0","10,0",nan,"30,0","1007,6","23,0","100,0","1,2","0,0",nan
884,07/10/2020,21:00,354.0,346.0,8.0,1.0,4.0,36.0,23.0,11.0,"998,1",1.0,"23,5",,,"0,7","104,0","102,0","4,0",nan,"22,0","1007,5","23,0","100,0","0,9","0,0",nan
885,07/10/2020,22:00,207.0,209.0,18.0,3.0,11.0,35.0,28.0,13.0,"998,8",1.0,"23,7",,,"1,4","888,0","177,0","8,0",nan,"17,0","1008,3","23,3","100,0","0,7","0,0",nan
886,07/10/2020,23:00,324.0,311.0,19.0,5.0,0.0,14.0,8.0,26.0,"999,4",0.0,"23,5",,,"1,0","296,0","303,0","29,0",nan,"16,0","1008,8","23,2","100,0","0,9","0,0",nan
887,07/10/2020,24:00,203.0,211.0,26.0,7.0,0.0,17.0,9.0,26.0,"1000,0",0.0,"23,5",,,"1,9","281,0","268,0","30,0",nan,"28,0","1009,5","23,0","100,0","1,0","0,0",nan
888,08/10/2020,01:00,203.0,209.0,10.0,2.0,,,,36.0,"1002,1",0.0,"23,5",,,"1,9","299,0","276,0","16,0",nan,"42,0","1011,7","23,2","100,0","1,5","0,0",nan
889,08/10/2020,02:00,206.0,208.0,17.0,10.0,0.0,5.0,3.0,48.0,"1003,4",0.0,"23,4",,,"3,3","265,0","255,0","18,0",nan,"61,0","1012,9","23,2","100,0","1,5","0,0",nan
890,08/10/2020,03:00,214.0,233.0,2.0,4.0,0.0,1.0,1.0,49.0,"1003,4",0.0,"23,3",,,"1,2","312,0","313,0","8,0",nan,"57,0","1012,9","22,9","100,0","0,9","0,0",nan
891,08/10/2020,04:00,24.0,35.0,11.0,14.0,1.0,10.0,6.0,36.0,"1001,3",,"23,0",,,"1,5","89,0","67,0","1,0",nan,"41,0","1010,6","22,7","100,0","1,1","0,0",nan
892,08/10/2020,05:00,37.0,55.0,7.0,11.0,1.0,13.0,8.0,39.0,"1000,6",1.0,"23,1",,,"1,6","136,0","133,0","8,0",nan,"41,0","1009,8","22,7","100,0","1,1","0,0",nan
893,08/10/2020,06:00,888.0,212.0,6.0,11.0,1.0,11.0,6.0,,"1002,5",1.0,"23,2",,,"1,4","284,0","301,0","17,0",nan,nan,"1011,7","22,8","100,0","1,3","0,0",nan
894,08/10/2020,07:00,205.0,253.0,9.0,9.0,1.0,8.0,5.0,35.0,"1004,5",1.0,"23,2",,,"1,1","888,0","35,0","30,0",nan,"31,0","1013,6","22,7","100,0","0,4","3,0",nan
895,08/10/2020,08:00,17.0,10.0,11.0,5.0,22.0,42.0,40.0,10.0,"1003,5",1.0,"23,0",,,"0,9","312,0","316,0","24,0",nan,"14,0","1012,6","22,5","100,0","0,7","9,0",nan
896,08/10/2020,09:00,355.0,27.0,25.0,16.0,41.0,67.0,69.0,4.0,"1002,4",1.0,"23,0",,,"1,1","318,0","332,0","16,0",nan,"6,0","1011,4","22,6","100,0","0,7","46,0",nan
897,08/10/2020,10:00,16.0,14.0,26.0,15.0,41.0,70.0,71.0,6.0,"1001,2",1.0,"23,8",,,"1,1","326,0","323,0","13,0",nan,"55,0","1010,2","23,8","100,0","1,3","124,0",nan
898,08/10/2020,11:00,243.0,221.0,23.0,11.0,5.0,50.0,30.0,48.0,"1000,2",1.0,"26,4",,,"1,4","265,0","263,0","3,0",nan,"65,0","1009,3","26,9","93,0","0,9","216,0",nan
899,08/10/2020,12:00,129.0,138.0,34.0,11.0,6.0,39.0,25.0,56.0,"999,4",1.0,"28,6",,,"1,7","135,0","135,0","18,0",nan,"69,0","1008,8","30,2","75,0","1,2","578,0",nan
900,08/10/2020,13:00,180.0,175.0,31.0,3.0,1.0,24.0,13.0,92.0,"999,6",1.0,"30,5",,,"1,5","143,0","149,0","16,0",nan,"117,0","1009,3","29,5","73,0","1,8","591,0",nan
901,08/10/2020,14:00,204.0,207.0,32.0,17.0,0.0,9.0,5.0,79.0,"1001,0",1.0,"27,4",,,"2,3","888,0","243,0","37,0",nan,"91,0","1010,8","25,8","95,0","1,3","133,0",nan
902,08/10/2020,15:00,211.0,210.0,21.0,6.0,0.0,3.0,2.0,53.0,"1002,0",1.0,"24,4",,,"2,2","257,0","244,0","22,0",nan,"63,0","1011,6","23,9","100,0","1,5","35,0",nan
903,08/10/2020,16:00,205.0,208.0,9.0,0.0,0.0,11.0,6.0,47.0,"1002,2",1.0,"24,0",,,"1,9","262,0","244,0","17,0",nan,"64,0","1011,7","23,4","100,0","1,1","8,0",nan
904,08/10/2020,17:00,207.0,204.0,11.0,7.0,0.0,6.0,3.0,49.0,"1002,8",1.0,"23,8",,,"1,4","280,0","263,0","19,0",nan,"62,0","1012,3","23,1","100,0","1,0","3,0",nan
905,08/10/2020,18:00,198.0,190.0,8.0,3.0,0.0,5.0,3.0,49.0,"1002,7",1.0,"23,2",,,"0,9","122,0","164,0","19,0",nan,"58,0","1012,2","22,8","100,0","0,6","7,0",nan
906,08/10/2020,19:00,36.0,41.0,9.0,16.0,10.0,52.0,36.0,11.0,"1002,2",1.0,"23,1",,,"0,9","777,0","348,0","11,0",nan,"26,0","1011,6","22,7","100,0","0,0","0,0",nan
907,08/10/2020,20:00,777.0,8.0,22.0,22.0,4.0,46.0,28.0,9.0,"1002,7",1.0,"23,1",,,"0,0","339,0","351,0","15,0",nan,"8,0","1012,1","22,8","100,0","0,5","0,0",nan
908,08/10/2020,21:00,18.0,15.0,14.0,16.0,42.0,62.0,67.0,3.0,"1002,4",1.0,"22,9",,,"0,8","320,0","318,0","24,0",nan,"1,0","1011,6","22,6","100,0","0,6","0,0",nan
