,Time,Working Mode,V MPPT 1(V),I MPPT 1(A),Ua(V),I AC 1(A),F AC 1(Hz),Power(W),Temperature(℃),Generation Today(kWh),Total Generation(kWh),H Total(h)
592,10.07.2020 15:11:24,Normal,131.5,0.4,218.7,0.2,59.99,42,28.6,3.1,991.5,2560
593,10.07.2020 15:15:24,Normal,130.6,0.6,220.3,0.2,60.0,63,28.6,3.1,991.5,2560
594,10.07.2020 15:25:26,Normal,127.9,0.4,220.0,0.1,60.02,41,28.4,3.1,991.5,2561
595,10.07.2020 15:31:24,Normal,133.1,0.3,219.8,0.1,59.98,32,28.3,3.1,991.5,2561
596,10.07.2020 15:37:24,Normal,133.0,0.4,219.7,0.1,59.98,42,28.1,3.1,991.5,2561
597,10.07.2020 15:55:24,Normal,135.8,0.5,220.1,0.2,60.03,43,28.0,3.1,991.5,2561
598,10.07.2020 16:07:24,Normal,138.5,0.6,219.3,0.2,59.98,61,27.9,3.1,991.5,2562
599,10.07.2020 16:11:24,Normal,133.9,0.5,220.0,0.2,60.03,52,27.9,3.1,991.5,2562
600,10.07.2020 16:17:24,Normal,128.8,0.4,219.6,0.1,59.99,38,27.8,3.1,991.5,2562
601,10.07.2020 16:25:24,Normal,132.4,0.5,219.4,0.2,59.99,55,27.7,3.1,991.5,2562
602,10.07.2020 16:31:24,Normal,137.1,0.6,220.1,0.2,60.01,64,27.8,3.1,991.5,2562
603,10.07.2020 16:39:24,Normal,133.2,0.7,220.8,0.3,59.98,82,27.8,3.2,991.6,2562
604,10.07.2020 16:41:24,Normal,136.0,0.7,221.4,0.3,60.01,81,27.7,3.2,991.6,2562
605,10.07.2020 16:47:25,Normal,137.2,0.7,221.1,0.3,60.0,76,27.8,3.2,991.6,2562
606,10.07.2020 16:51:24,Normal,134.9,0.5,221.0,0.2,60.02,50,27.9,3.2,991.6,2562
607,10.07.2020 16:55:24,Normal,134.0,0.6,221.6,0.2,60.0,64,27.9,3.2,991.6,2562
608,10.07.2020 17:01:24,Normal,132.4,0.5,219.9,0.2,60.03,50,27.9,3.2,991.6,2563
609,10.07.2020 17:09:24,Normal,132.3,0.5,218.9,0.2,60.05,53,27.8,3.2,991.6,2563
610,10.07.2020 17:17:24,Normal,131.4,0.5,219.0,0.2,60.0,49,27.7,3.2,991.6,2563
611,10.07.2020 17:25:24,Normal,129.5,0.4,219.1,0.1,60.0,35,27.7,3.2,991.6,2563
612,10.07.2020 17:35:24,Normal,129.5,0.3,219.5,0.2,59.97,27,27.6,3.2,991.6,2563
613,10.07.2020 17:47:25,Normal,127.1,0.1,219.4,0.1,59.98,20,27.4,3.2,991.6,2564
614,10.07.2020 17:53:25,Normal,125.4,0.1,219.6,0.1,60.0,18,27.3,3.2,991.6,2564
615,10.07.2020 17:57:24,Normal,127.2,0.0,220.4,0.1,60.02,16,27.2,3.2,991.6,2564
616,10.07.2020 18:03:25,Normal,122.8,0.0,220.1,0.1,60.01,13,27.1,3.2,991.6,2564
617,10.07.2020 18:09:24,Normal,122.1,0.0,219.8,0.0,59.98,13,26.9,3.2,991.6,2564
618,10.08.2020 06:11:54,Wait,139.3,0.0,221.2,0.0,60.0,0,21.6,0.0,991.6,2564
619,10.08.2020 06:19:54,Wait,146.1,0.0,221.0,0.0,59.96,0,22.1,0.0,991.6,2564
620,10.08.2020 06:25:54,Wait,148.0,0.0,221.1,0.0,60.01,0,22.2,0.0,991.6,2564
621,10.08.2020 06:31:55,Wait,145.0,0.0,220.6,0.0,60.04,0,22.6,0.0,991.6,2564
622,10.08.2020 06:41:55,Wait,132.6,0.0,220.7,0.0,60.01,0,22.9,0.0,991.6,2564
623,10.08.2020 07:35:55,Wait,143.1,0.0,218.8,0.0,59.99,0,23.6,0.0,991.6,2564
624,10.08.2020 07:43:54,Wait,152.3,0.0,218.4,0.0,59.98,0,23.6,0.0,991.6,2564
625,10.08.2020 07:53:55,Wait,154.0,0.0,218.6,0.0,60.0,0,23.7,0.0,991.6,2564
626,10.08.2020 07:57:55,Wait,154.0,0.0,218.0,0.0,59.98,0,23.7,0.0,991.6,2564
627,10.08.2020 08:01:55,Wait,154.2,0.0,217.7,0.0,59.97,0,23.7,0.0,991.6,2564
628,10.08.2020 08:09:55,Wait,152.9,0.0,217.9,0.0,59.98,0,23.8,0.0,991.6,2564
629,10.08.2020 08:13:55,Wait,154.1,0.0,216.6,0.0,59.99,0,23.8,0.0,991.6,2564
630,10.08.2020 08:17:55,Normal,132.0,0.5,217.3,0.2,59.99,47,23.8,0.0,991.6,2564
631,10.08.2020 08:25:55,Normal,136.9,0.7,218.1,0.2,59.93,69,24.2,0.0,991.6,2565
632,10.08.2020 08:43:55,Normal,136.8,0.8,217.3,0.4,60.0,90,25.2,0.1,991.7,2565
633,10.08.2020 08:49:55,Normal,136.3,0.7,217.1,0.3,60.0,78,25.4,0.1,991.7,2565
634,10.08.2020 08:51:55,Normal,138.6,0.7,218.9,0.3,59.98,75,25.5,0.1,991.7,2565
635,10.08.2020 08:57:55,Normal,138.1,0.6,218.3,0.2,60.03,64,25.7,0.1,991.7,2565
636,10.08.2020 09:01:55,Normal,138.4,0.7,218.5,0.2,59.99,66,25.8,0.1,991.7,2565
637,10.08.2020 09:15:55,Normal,142.6,1.0,217.6,0.5,59.98,127,26.2,0.1,991.7,2566
638,10.08.2020 09:25:55,Normal,141.6,1.3,217.5,0.7,59.99,166,26.8,0.2,991.8,2566
639,10.08.2020 09:33:55,Normal,140.1,1.2,217.0,0.7,60.0,158,27.1,0.2,991.8,2566
640,10.08.2020 09:45:55,Normal,142.3,1.2,218.2,0.7,60.0,162,27.7,0.2,991.8,2566
641,10.08.2020 10:05:55,Normal,138.3,1.2,219.0,0.7,59.98,157,29.0,0.3,991.9,2567
642,10.08.2020 10:13:55,Normal,134.7,1.1,218.6,0.6,59.99,146,29.3,0.3,991.9,2567
643,10.08.2020 10:15:55,Normal,136.4,1.2,218.5,0.6,60.0,148,29.3,0.3,991.9,2567
644,10.08.2020 10:20:19,Normal,136.1,1.3,218.3,0.7,60.01,159,29.5,0.3,991.9,2567
645,10.08.2020 10:25:55,Normal,136.9,1.3,217.6,0.8,59.98,177,29.8,0.4,992.0,2567
646,10.08.2020 10:31:55,Normal,141.6,1.4,218.0,0.9,59.98,195,29.9,0.4,992.0,2567
647,10.08.2020 10:37:55,Normal,142.4,1.6,217.9,1.0,59.98,244,30.4,0.4,992.0,2567
648,10.08.2020 10:43:55,Normal,141.7,1.9,217.9,1.2,59.97,271,30.7,0.4,992.0,2567
649,10.08.2020 10:45:55,Normal,141.1,2.0,218.0,1.2,60.03,290,30.7,0.5,992.1,2567
650,10.08.2020 10:57:55,Normal,129.6,3.9,218.0,2.2,60.01,490,32.0,0.6,992.2,2568
651,10.08.2020 11:05:55,Normal,135.9,3.2,220.0,1.9,59.98,430,33.5,0.7,992.3,2568
652,10.08.2020 11:25:55,Normal,131.3,6.2,220.5,3.5,59.99,794,35.4,0.9,992.5,2568
653,10.08.2020 11:36:07,Normal,135.9,7.4,220.3,4.3,60.03,992,36.6,1.1,992.7,2568
654,10.08.2020 11:41:56,Normal,140.5,7.0,220.5,4.3,60.04,1011,37.1,1.1,992.7,2569
655,10.08.2020 11:49:55,Normal,127.0,6.7,221.6,3.6,60.03,839,38.1,1.3,992.9,2569
656,10.08.2020 11:51:56,Normal,135.5,6.8,221.7,3.9,60.01,932,38.3,1.3,992.9,2569
657,10.08.2020 11:57:56,Normal,131.6,6.6,221.6,3.7,60.03,855,39.1,1.4,993.0,2569
658,10.08.2020 12:03:56,Normal,127.3,7.8,222.2,4.2,60.03,973,39.8,1.5,993.1,2569
659,10.08.2020 12:11:56,Normal,126.9,5.3,221.6,2.9,60.02,678,40.5,1.6,993.2,2569
660,10.08.2020 12:17:56,Normal,139.7,2.7,220.2,1.7,59.98,379,39.9,1.7,993.3,2569
661,10.08.2020 12:25:55,Normal,133.9,3.5,220.5,2.0,59.97,455,40.0,1.8,993.4,2569
662,10.08.2020 12:33:56,Normal,130.3,6.0,221.2,3.4,59.99,762,40.8,1.9,993.5,2570
663,10.08.2020 12:41:56,Normal,130.2,2.9,220.0,1.6,60.01,375,41.0,2.0,993.6,2570
664,10.08.2020 12:47:56,Normal,135.4,1.8,219.3,1.1,59.98,256,40.1,2.1,993.7,2570
665,10.08.2020 12:55:56,Normal,136.5,1.7,219.8,1.0,60.01,247,38.9,2.1,993.7,2570
666,10.08.2020 13:01:56,Normal,136.6,1.2,218.9,0.7,59.94,155,38.0,2.1,993.7,2570
667,10.08.2020 13:11:56,Normal,134.3,0.9,218.8,0.4,59.98,107,36.6,2.2,993.8,2570
668,10.08.2020 13:17:56,Normal,129.8,0.7,218.1,0.3,59.97,76,35.7,2.2,993.8,2570
669,10.08.2020 13:25:56,Normal,142.3,1.3,219.9,0.9,59.97,189,34.6,2.2,993.8,2571
670,10.08.2020 13:35:56,Normal,142.1,2.3,220.4,1.4,60.03,338,34.1,2.3,993.9,2571
671,10.08.2020 13:45:56,Normal,137.9,1.1,219.6,0.6,59.99,143,33.5,2.3,993.9,2571
672,10.08.2020 13:51:56,Normal,134.9,0.8,219.9,0.4,60.0,98,32.9,2.3,993.9,2571
673,10.08.2020 14:03:56,Normal,129.0,0.7,220.3,0.2,60.0,64,31.7,2.3,993.9,2571
674,10.08.2020 14:07:56,Normal,134.5,0.5,220.2,0.2,60.03,50,31.5,2.3,993.9,2571
675,10.08.2020 14:13:56,Normal,128.7,0.4,219.3,0.1,59.99,40,31.0,2.4,994.0,2572
676,10.08.2020 14:15:56,Normal,133.7,0.3,219.7,0.1,59.99,34,30.8,2.4,994.0,2572
677,10.08.2020 14:25:56,Normal,134.3,0.5,219.5,0.2,59.98,50,30.1,2.4,994.0,2572
678,10.08.2020 14:37:56,Normal,131.7,0.3,220.2,0.1,59.97,35,29.6,2.4,994.0,2572
679,10.08.2020 14:41:56,Normal,127.9,0.4,220.5,0.1,60.0,35,29.3,2.4,994.0,2572
680,10.08.2020 14:47:56,Normal,127.1,0.3,219.7,0.2,59.98,28,29.1,2.4,994.0,2572
681,10.08.2020 14:53:56,Normal,125.3,0.2,220.1,0.1,59.99,26,29.0,2.4,994.0,2572
682,10.08.2020 14:55:56,Normal,127.3,0.2,220.6,0.1,60.03,24,28.8,2.4,994.0,2572
683,10.08.2020 15:03:56,Normal,129.6,0.1,220.4,0.1,59.98,20,28.5,2.4,994.0,2573
684,10.08.2020 15:11:56,Normal,125.0,0.2,221.5,0.2,60.0,25,28.3,2.4,994.0,2573
685,10.08.2020 15:15:56,Normal,128.2,0.2,221.1,0.1,59.98,22,28.2,2.4,994.0,2573
686,10.08.2020 15:25:56,Normal,127.3,0.3,221.8,0.1,59.99,28,28.0,2.4,994.0,2573
687,10.08.2020 15:41:56,Normal,128.7,0.4,219.6,0.2,59.99,36,27.6,2.4,994.0,2573
688,10.08.2020 15:49:56,Normal,128.8,0.3,219.7,0.2,59.98,28,27.6,2.4,994.0,2574
689,10.08.2020 15:51:56,Normal,125.0,0.2,219.9,0.1,59.97,25,27.6,2.4,994.0,2574
690,10.08.2020 15:59:56,Normal,126.7,0.2,220.1,0.1,60.0,21,27.4,2.4,994.0,2574
691,10.08.2020 16:01:56,Normal,130.3,0.2,220.5,0.1,60.01,23,27.4,2.4,994.0,2574
692,10.08.2020 16:05:56,Normal,125.3,0.3,220.4,0.2,59.98,26,27.4,2.4,994.0,2574
693,10.08.2020 16:13:57,Normal,124.9,0.2,219.9,0.1,60.02,21,27.3,2.4,994.0,2574
694,10.08.2020 16:17:56,Normal,127.8,0.0,220.0,0.1,59.96,18,27.3,2.4,994.0,2574
695,10.08.2020 16:25:56,Normal,128.6,0.1,220.2,0.1,60.01,19,27.1,2.4,994.0,2574
696,10.08.2020 16:35:56,Normal,127.5,0.2,219.8,0.1,59.97,24,27.1,2.4,994.0,2574
697,10.08.2020 16:41:56,Normal,125.6,0.0,220.1,0.1,59.98,17,27.1,2.4,994.0,2575
698,10.08.2020 16:45:56,Normal,126.8,0.0,220.1,0.0,59.97,14,26.9,2.4,994.0,2575
699,10.08.2020 16:55:57,Normal,125.0,0.0,221.3,0.1,60.01,14,26.8,2.4,994.0,2575
700,10.08.2020 17:07:56,Normal,126.9,0.3,220.3,0.2,60.03,27,26.8,2.4,994.0,2575
701,10.08.2020 17:11:57,Normal,125.3,0.2,219.3,0.1,60.0,25,26.8,2.4,994.0,2575
702,10.08.2020 17:15:57,Normal,128.2,0.3,219.4,0.2,60.0,30,26.8,2.4,994.0,2575
703,10.08.2020 17:25:57,Normal,125.0,0.1,218.8,0.1,59.99,20,26.8,2.5,994.1,2575
704,10.08.2020 17:33:57,Normal,126.6,0.2,219.4,0.1,59.98,22,26.8,2.5,994.1,2576
705,10.08.2020 17:35:57,Normal,128.4,0.1,219.9,0.1,60.0,19,26.7,2.5,994.1,2576
706,10.08.2020 17:47:57,Normal,125.5,0.0,219.7,0.0,59.98,13,26.7,2.5,994.1,2576
707,10.08.2020 17:51:57,Normal,125.6,0.0,219.4,0.0,59.97,14,26.7,2.5,994.1,2576
708,10.08.2020 17:57:57,Normal,125.5,0.0,220.2,0.1,60.01,14,26.6,2.5,994.1,2576
709,10.08.2020 18:01:56,Normal,124.7,0.0,219.4,0.1,60.03,13,26.6,2.5,994.1,2576
710,10.09.2020 07:26:26,Wait,142.9,0.0,219.1,0.0,60.0,0,22.9,0.0,994.1,2576
711,10.09.2020 07:30:27,Wait,144.3,0.0,219.6,0.0,60.02,0,22.9,0.0,994.1,2576
712,10.09.2020 07:42:26,Normal,132.5,0.4,219.7,0.1,60.01,37,23.2,0.0,994.1,2576
713,10.09.2020 08:00:27,Normal,135.4,0.7,218.9,0.3,59.92,77,24.2,0.0,994.1,2576
714,10.09.2020 08:08:26,Normal,137.6,0.7,217.9,0.3,59.96,74,24.7,0.0,994.1,2577
715,10.09.2020 08:20:26,Normal,140.0,1.0,218.2,0.5,60.03,117,25.4,0.0,994.1,2577
716,10.09.2020 08:26:26,Normal,135.9,0.9,217.1,0.4,59.98,93,25.7,0.0,994.1,2577
717,10.09.2020 08:30:26,Normal,139.1,1.0,217.9,0.5,60.04,125,25.9,0.0,994.1,2577
718,10.09.2020 08:48:26,Normal,140.5,0.8,218.9,0.4,60.02,95,26.5,0.1,994.2,2577
719,10.09.2020 08:54:27,Normal,138.1,0.7,218.4,0.3,60.01,81,26.6,0.1,994.2,2577
720,10.09.2020 08:58:26,Normal,135.4,0.7,218.3,0.2,60.02,71,26.7,0.1,994.2,2578
721,10.09.2020 09:12:27,Normal,127.5,0.2,217.7,0.1,60.03,23,26.7,0.1,994.2,2578
722,10.09.2020 09:26:27,Normal,125.2,0.2,217.5,0.1,60.01,21,26.4,0.1,994.2,2578
723,10.09.2020 09:30:26,Normal,125.6,0.0,216.6,0.1,60.0,12,26.3,0.1,994.2,2578
724,10.09.2020 09:41:56,Wait,139.3,0.0,216.9,0.0,60.01,0,25.6,0.1,994.2,2578
725,10.09.2020 09:53:57,Wait,139.9,0.0,216.6,0.0,59.97,0,25.4,0.1,994.2,2578
726,10.09.2020 09:55:57,Wait,141.0,0.0,216.3,0.0,60.0,0,25.3,0.1,994.2,2578
727,10.09.2020 10:13:57,Wait,151.6,0.0,216.8,0.0,59.99,0,25.0,0.1,994.2,2578
728,10.09.2020 10:19:57,Wait,156.0,0.0,216.1,0.0,59.97,0,24.9,0.1,994.2,2578
729,10.09.2020 10:25:57,Normal,133.6,0.7,219.1,0.3,60.01,79,25.0,0.1,994.2,2578
730,10.09.2020 10:39:57,Normal,142.8,1.2,218.9,0.7,59.98,158,25.9,0.2,994.3,2579
731,10.09.2020 10:43:57,Normal,143.3,1.1,219.3,0.6,60.01,146,26.2,0.2,994.3,2579
732,10.09.2020 10:45:57,Normal,140.8,1.1,218.9,0.5,60.0,136,26.3,0.2,994.3,2579
733,10.09.2020 10:57:57,Normal,134.2,0.5,219.1,0.2,60.04,55,26.6,0.2,994.3,2579
734,10.09.2020 11:11:57,Normal,133.7,0.5,218.8,0.2,60.0,46,26.6,0.2,994.3,2579
735,10.09.2020 11:25:57,Normal,134.1,0.4,218.3,0.1,60.01,32,26.6,0.2,994.3,2580
736,10.09.2020 11:33:57,Normal,130.6,0.4,218.9,0.2,60.01,33,26.5,0.2,994.3,2580
737,10.09.2020 11:35:57,Normal,135.4,0.4,218.9,0.2,60.01,40,26.5,0.2,994.3,2580
738,10.09.2020 11:41:57,Normal,142.9,1.1,218.9,0.5,59.98,130,26.6,0.3,994.4,2580
739,10.09.2020 11:53:57,Normal,139.1,0.7,218.7,0.3,60.04,77,26.9,0.3,994.4,2580
740,10.09.2020 12:17:57,Normal,145.8,0.7,220.0,0.3,60.0,83,26.8,0.3,994.4,2581
741,10.09.2020 12:25:57,Normal,141.3,0.9,219.9,0.4,59.99,103,26.9,0.3,994.4,2581
742,10.09.2020 12:57:57,Normal,144.2,1.7,220.8,1.0,60.0,256,28.0,0.4,994.5,2581
743,10.09.2020 13:03:57,Normal,144.1,1.4,220.0,0.9,59.99,206,28.4,0.5,994.6,2582
744,10.09.2020 13:09:57,Normal,139.8,1.0,218.9,0.5,60.04,138,28.6,0.5,994.6,2582
745,10.09.2020 13:11:57,Normal,136.8,1.0,219.6,0.5,60.01,120,28.6,0.5,994.6,2582
746,10.09.2020 13:15:57,Normal,137.8,0.9,219.2,0.4,60.0,104,28.5,0.5,994.6,2582
747,10.09.2020 13:25:57,Normal,136.3,0.7,218.6,0.2,60.01,71,28.3,0.5,994.6,2582
748,10.09.2020 13:31:58,Normal,133.0,0.7,218.4,0.2,59.98,66,28.2,0.5,994.6,2582
749,10.09.2020 13:45:57,Normal,135.8,0.8,218.8,0.4,60.0,87,28.0,0.5,994.6,2582
750,10.09.2020 13:51:57,Normal,135.8,0.7,219.3,0.2,60.0,67,27.9,0.5,994.6,2583
751,10.09.2020 13:55:58,Normal,138.0,0.7,219.1,0.3,60.0,74,27.9,0.5,994.6,2583
752,10.09.2020 14:03:57,Normal,137.6,0.7,218.9,0.2,59.98,70,27.8,0.6,994.7,2583
753,10.09.2020 14:25:58,Normal,131.9,0.4,218.8,0.1,60.0,39,27.4,0.6,994.7,2583
754,10.09.2020 14:33:58,Normal,137.2,0.5,219.2,0.2,60.01,51,27.2,0.6,994.7,2583
755,10.09.2020 14:35:58,Normal,138.1,0.5,219.7,0.2,60.0,53,27.2,0.6,994.7,2583
756,10.09.2020 14:41:58,Normal,133.6,0.7,220.2,0.2,60.0,65,27.2,0.6,994.7,2584
757,10.09.2020 14:59:58,Normal,134.8,0.4,219.6,0.1,60.01,40,27.1,0.6,994.7,2584
758,10.09.2020 15:03:58,Normal,131.9,0.4,220.1,0.2,60.0,40,27.0,0.6,994.7,2584
759,10.09.2020 15:09:58,Normal,134.7,0.4,220.0,0.1,60.0,33,26.9,0.6,994.7,2584
760,10.09.2020 15:11:58,Normal,125.3,0.3,220.1,0.2,60.01,28,26.9,0.6,994.7,2584
761,10.09.2020 15:15:58,Normal,126.5,0.2,219.4,0.1,59.99,22,26.8,0.6,994.7,2584
762,10.09.2020 15:25:58,Normal,125.0,0.1,219.8,0.1,60.0,20,26.6,0.6,994.7,2584
763,10.09.2020 15:39:58,Normal,131.1,0.5,219.8,0.2,60.0,54,26.6,0.6,994.7,2585
764,10.09.2020 15:45:58,Normal,126.8,0.3,219.8,0.2,59.97,27,26.6,0.6,994.7,2585
765,10.09.2020 15:51:58,Normal,134.2,0.3,219.9,0.2,60.04,33,26.5,0.7,994.8,2585
766,10.09.2020 16:05:58,Normal,125.0,0.1,220.6,0.1,59.98,19,26.4,0.7,994.8,2585
767,10.09.2020 16:11:58,Normal,128.4,0.0,220.1,0.1,60.01,14,26.3,0.7,994.8,2585
768,10.09.2020 16:26:34,Normal,132.5,0.5,219.7,0.2,60.0,46,26.2,0.7,994.8,2586
769,10.09.2020 16:30:34,Normal,136.0,0.5,220.3,0.2,59.99,45,26.2,0.7,994.8,2586
770,10.09.2020 16:48:34,Normal,126.5,0.1,220.3,0.1,60.01,20,26.4,0.7,994.8,2586
771,10.09.2020 16:50:34,Normal,126.7,0.0,220.0,0.1,60.03,16,26.4,0.7,994.8,2586
772,10.09.2020 17:02:34,Normal,125.0,0.1,221.4,0.1,60.0,18,26.2,0.7,994.8,2586
773,10.09.2020 17:06:34,Normal,127.1,0.1,219.0,0.1,59.98,19,26.2,0.7,994.8,2587
774,10.09.2020 17:16:34,Normal,125.0,0.1,219.2,0.1,60.0,19,26.2,0.7,994.8,2587
775,10.09.2020 17:26:56,Normal,130.5,0.1,219.0,0.1,60.04,20,26.1,0.7,994.8,2587
776,10.09.2020 17:30:34,Normal,126.4,0.0,219.4,0.1,60.04,17,26.1,0.7,994.8,2587
777,10.09.2020 17:38:34,Normal,128.8,0.1,218.8,0.1,60.0,18,26.0,0.7,994.8,2587
778,10.09.2020 17:42:34,Normal,127.0,0.0,218.2,0.1,59.98,14,25.9,0.7,994.8,2587
779,10.10.2020 05:50:57,Wait,136.1,0.0,222.3,0.0,60.06,0,19.2,0.0,994.8,2587
780,10.10.2020 05:56:57,Wait,149.3,0.0,221.9,0.0,60.0,0,19.7,0.0,994.8,2587
781,10.10.2020 06:00:58,Wait,152.4,0.0,221.4,0.0,60.0,0,19.7,0.0,994.8,2587
782,10.10.2020 06:08:57,Normal,128.7,0.5,222.0,0.2,60.01,42,20.0,0.0,994.8,2587
783,10.10.2020 06:10:57,Normal,135.7,0.5,222.3,0.2,59.99,44,20.1,0.0,994.8,2587
784,10.10.2020 06:16:57,Normal,135.1,0.6,221.6,0.2,59.99,60,20.9,0.0,994.8,2587
785,10.10.2020 06:26:57,Normal,143.0,0.7,222.3,0.3,59.97,85,22.5,0.0,994.8,2587
786,10.10.2020 06:30:57,Normal,146.9,0.9,222.3,0.4,59.99,102,23.0,0.0,994.8,2587
787,10.10.2020 06:42:57,Normal,141.0,0.7,222.3,0.3,60.0,82,23.8,0.1,994.9,2588
788,10.10.2020 06:46:59,Normal,144.0,0.9,221.9,0.4,60.01,102,24.1,0.1,994.9,2588
789,10.10.2020 06:57:00,Normal,141.0,0.7,222.1,0.3,59.97,83,24.7,0.1,994.9,2588
790,10.10.2020 07:02:57,Normal,140.5,0.9,221.8,0.4,59.96,96,25.0,0.1,994.9,2588
791,10.10.2020 07:10:57,Normal,145.7,2.2,222.5,1.4,60.01,328,25.5,0.1,994.9,2588
792,10.10.2020 07:16:57,Normal,142.8,1.1,221.7,0.5,59.98,133,26.0,0.2,995.0,2588
793,10.10.2020 07:26:56,Normal,141.5,2.5,222.4,1.5,59.99,360,26.4,0.2,995.0,2588
794,10.10.2020 07:30:57,Normal,146.5,2.8,222.2,1.8,60.0,411,26.8,0.2,995.0,2589
795,10.10.2020 07:36:56,Normal,139.1,1.1,221.5,0.5,60.01,131,27.1,0.3,995.1,2589
796,10.10.2020 07:46:57,Normal,145.1,2.8,222.2,1.7,60.0,406,27.9,0.3,995.1,2589
797,10.10.2020 07:52:57,Normal,142.0,3.1,222.2,1.9,60.0,429,28.4,0.4,995.2,2589
798,10.10.2020 08:02:57,Normal,137.1,3.3,221.7,1.9,60.0,435,29.1,0.5,995.3,2589
799,10.10.2020 08:08:57,Normal,136.3,3.6,220.7,2.1,59.98,476,29.4,0.5,995.3,2589
800,10.10.2020 08:18:57,Normal,140.1,1.5,220.2,0.9,59.97,209,29.7,0.6,995.4,2590
801,10.10.2020 08:26:58,Normal,136.6,1.3,220.3,0.7,59.99,164,29.5,0.6,995.4,2590
802,10.10.2020 08:30:58,Normal,143.0,5.0,221.7,3.1,60.0,714,29.8,0.6,995.4,2590
803,10.10.2020 08:40:59,Normal,139.8,2.6,220.1,1.6,60.0,358,30.5,0.7,995.5,2590
804,10.10.2020 08:48:58,Normal,139.9,2.2,220.0,1.4,59.98,316,30.7,0.8,995.6,2590
805,10.10.2020 09:00:58,Normal,140.9,4.8,220.5,3.0,60.0,673,31.5,0.9,995.7,2590
806,10.10.2020 09:08:58,Normal,139.0,2.8,219.4,1.6,59.98,380,31.9,1.0,995.8,2591
807,10.10.2020 09:20:58,Normal,137.6,3.3,219.3,1.9,59.97,441,32.1,1.1,995.9,2591
808,10.10.2020 09:26:58,Normal,138.9,3.1,219.9,1.9,60.04,420,32.3,1.2,996.0,2591
809,10.10.2020 09:30:59,Normal,142.2,2.2,219.6,1.4,60.0,322,32.2,1.2,996.0,2591
810,10.10.2020 09:38:58,Normal,139.6,1.9,218.9,1.2,60.01,275,32.0,1.3,996.1,2591
811,10.10.2020 09:40:58,Normal,141.8,1.9,218.0,1.2,60.0,280,32.0,1.3,996.1,2591
812,10.10.2020 09:46:58,Normal,141.8,2.6,219.3,1.6,60.03,364,31.9,1.3,996.1,2591
813,10.10.2020 09:58:58,Normal,141.1,1.3,218.9,0.8,60.01,184,31.6,1.4,996.2,2592
814,10.10.2020 10:04:58,Normal,141.9,1.1,218.1,0.5,60.02,131,31.2,1.4,996.2,2592
815,10.10.2020 10:14:58,Normal,143.9,1.7,218.5,1.0,60.02,253,30.9,1.4,996.2,2592
816,10.10.2020 10:16:58,Normal,142.8,1.6,218.6,1.0,60.02,219,30.9,1.5,996.3,2592
817,10.10.2020 10:26:58,Normal,138.3,8.6,221.7,5.1,60.01,1177,32.2,1.6,996.4,2592
818,10.10.2020 10:30:58,Normal,135.3,2.8,218.8,1.7,59.97,372,32.6,1.6,996.4,2592
819,10.10.2020 10:38:58,Normal,135.9,1.0,217.6,0.5,60.0,128,32.1,1.7,996.5,2592
820,10.10.2020 10:44:58,Normal,144.9,1.1,218.3,0.6,60.02,150,31.6,1.7,996.5,2592
821,10.10.2020 10:54:58,Normal,140.6,7.8,220.9,4.7,60.01,1083,32.5,1.8,996.6,2593
822,10.10.2020 10:58:58,Normal,133.6,7.8,221.2,4.4,60.0,1026,33.4,1.9,996.7,2593
823,10.10.2020 11:26:58,Normal,130.3,7.9,220.3,4.4,59.98,1012,37.0,2.5,997.3,2593
824,10.10.2020 11:30:58,Normal,134.4,7.6,219.8,4.4,59.99,1012,37.4,2.6,997.4,2593
825,10.10.2020 11:38:58,Normal,134.3,7.7,221.7,4.4,60.01,1020,38.0,2.7,997.5,2594
826,10.10.2020 11:40:58,Normal,131.7,7.9,221.5,4.4,60.04,1024,38.2,2.8,997.6,2594
827,10.10.2020 11:48:58,Normal,132.9,7.8,222.3,4.4,60.01,1024,38.7,2.9,997.7,2594
828,10.10.2020 11:54:58,Normal,135.5,7.7,222.3,4.4,60.02,1026,39.1,3.1,997.9,2594
829,10.10.2020 11:56:58,Normal,134.5,7.7,221.7,4.4,60.01,1026,39.2,3.1,997.9,2594
830,10.10.2020 12:08:58,Normal,130.2,7.9,222.7,4.4,60.03,1021,39.7,3.4,998.2,2594
831,10.10.2020 12:26:58,Normal,130.2,7.9,221.8,4.4,60.01,1012,40.3,3.7,998.5,2595
832,10.10.2020 12:30:58,Normal,132.0,7.7,222.0,4.3,60.0,1007,40.5,3.8,998.6,2595
833,10.10.2020 12:44:59,Normal,132.0,7.6,222.0,4.3,59.98,987,40.7,4.1,998.9,2595
834,10.10.2020 12:54:58,Normal,133.6,7.4,222.2,4.2,59.97,978,40.9,4.3,999.1,2595
835,10.10.2020 13:04:58,Normal,134.1,7.3,222.1,4.1,60.0,965,40.8,4.5,999.3,2595
836,10.10.2020 13:06:58,Normal,135.3,7.2,222.1,4.1,60.02,967,40.9,4.5,999.3,2595
837,10.10.2020 13:12:58,Normal,134.0,7.2,221.6,4.1,59.97,950,40.9,4.6,999.4,2595
838,10.10.2020 13:26:58,Normal,136.5,6.8,221.9,3.9,60.01,928,40.8,4.9,999.7,2596
839,10.10.2020 13:30:58,Normal,134.9,6.8,221.6,3.9,60.0,917,40.8,5.0,999.8,2596
