,Time,Working Mode,V MPPT 1(V),I MPPT 1(A),Ua(V),I AC 1(A),F AC 1(Hz),Power(W),Temperature(℃),Generation Today(kWh),Total Generation(kWh),H Total(h)
583,09.11.2020 11:11:45,Normal,141.6,1.1,218.7,0.6,59.95,144,28.6,0.4,890.0,2214
584,09.11.2020 11:23:43,Normal,136.7,1.4,218.7,0.8,60.0,186,28.8,0.5,890.1,2214
585,09.11.2020 11:25:43,Normal,142.4,1.3,218.3,0.7,59.97,175,28.8,0.5,890.1,2214
586,09.11.2020 11:33:43,Normal,140.8,1.5,218.9,0.9,59.98,207,29.0,0.5,890.1,2215
587,09.11.2020 11:38:05,Normal,140.5,1.3,218.9,0.8,59.98,177,29.0,0.5,890.1,2215
588,09.11.2020 11:43:43,Normal,143.4,1.5,218.5,0.9,59.99,210,29.2,0.6,890.2,2215
589,09.11.2020 11:47:43,Normal,142.5,1.5,218.5,0.9,59.98,208,29.4,0.6,890.2,2215
590,09.11.2020 11:51:42,Normal,140.0,1.5,218.7,0.9,59.97,204,29.4,0.6,890.2,2215
591,09.11.2020 11:55:43,Normal,138.1,1.5,218.1,0.9,60.05,202,29.4,0.6,890.2,2215
592,09.11.2020 12:05:43,Normal,137.3,1.4,218.1,0.8,60.0,192,29.6,0.6,890.2,2215
593,09.11.2020 12:11:43,Normal,143.0,1.3,218.0,0.7,60.0,172,29.6,0.7,890.3,2215
594,09.11.2020 12:15:43,Normal,141.4,1.3,218.3,0.7,59.99,171,29.6,0.7,890.3,2215
595,09.11.2020 12:23:43,Normal,140.7,1.3,217.7,0.8,60.0,186,29.6,0.7,890.3,2216
596,09.11.2020 12:25:43,Normal,141.2,1.3,219.4,0.8,60.0,189,29.7,0.7,890.3,2216
597,09.11.2020 12:31:43,Normal,137.6,1.5,219.7,0.9,60.01,209,29.8,0.7,890.3,2216
598,09.11.2020 12:43:43,Normal,140.4,1.6,219.3,1.0,60.0,216,29.9,0.8,890.4,2216
599,09.11.2020 12:53:43,Normal,139.3,1.8,219.1,1.0,59.94,255,30.2,0.8,890.4,2216
600,09.11.2020 12:55:43,Normal,140.8,1.7,219.5,1.1,59.97,254,30.2,0.9,890.5,2216
601,09.11.2020 13:07:43,Normal,142.6,1.8,220.2,1.1,59.98,263,30.3,0.9,890.5,2216
602,09.11.2020 13:13:43,Normal,139.0,1.7,219.8,1.0,59.95,242,30.5,0.9,890.5,2217
603,09.11.2020 13:15:43,Normal,141.3,1.7,220.1,1.0,59.92,248,30.4,1.0,890.6,2217
604,09.11.2020 13:23:43,Normal,142.8,1.9,220.8,1.2,59.95,281,30.5,1.0,890.6,2217
605,09.11.2020 13:25:43,Normal,139.0,1.9,220.5,1.2,60.02,274,30.6,1.0,890.6,2217
606,09.11.2020 13:31:43,Normal,140.3,1.9,220.3,1.2,60.0,271,30.7,1.0,890.6,2217
607,09.11.2020 13:39:43,Normal,140.2,1.6,219.9,0.9,60.0,213,30.7,1.1,890.7,2217
608,09.11.2020 13:49:43,Normal,140.6,1.5,220.0,0.9,59.98,210,30.7,1.1,890.7,2217
609,09.11.2020 13:51:43,Normal,138.3,1.5,219.9,0.9,59.98,200,30.7,1.1,890.7,2217
610,09.11.2020 13:55:43,Normal,139.6,1.3,220.2,0.8,60.0,188,30.6,1.2,890.8,2217
611,09.11.2020 14:05:43,Normal,138.6,1.2,219.8,0.7,59.96,160,30.5,1.2,890.8,2218
612,09.11.2020 14:11:43,Normal,140.8,1.2,219.7,0.7,59.98,159,30.5,1.2,890.8,2218
613,09.11.2020 14:23:44,Normal,141.8,1.2,220.2,0.7,60.03,156,30.3,1.2,890.8,2218
614,09.11.2020 14:25:43,Normal,140.4,1.2,219.6,0.7,59.99,158,30.3,1.3,890.9,2218
615,09.11.2020 14:39:43,Normal,136.9,1.1,219.8,0.5,60.04,129,30.1,1.3,890.9,2218
616,09.11.2020 14:45:43,Normal,140.2,1.0,220.0,0.5,60.04,117,30.0,1.3,890.9,2218
617,09.11.2020 14:51:43,Normal,139.3,0.9,220.0,0.4,60.03,107,29.8,1.3,890.9,2219
618,09.11.2020 14:59:43,Normal,139.6,0.8,220.0,0.4,60.04,95,29.6,1.3,890.9,2219
619,09.11.2020 15:03:43,Normal,137.4,0.9,220.2,0.4,60.03,97,29.5,1.3,890.9,2219
620,09.11.2020 15:13:43,Normal,137.8,0.7,220.5,0.3,59.98,82,29.2,1.4,891.0,2219
621,09.11.2020 15:23:43,Normal,141.5,0.7,219.9,0.3,60.03,82,28.9,1.4,891.0,2219
622,09.11.2020 15:25:43,Normal,141.6,0.7,220.0,0.4,59.99,84,28.9,1.4,891.0,2219
623,09.11.2020 15:37:43,Normal,140.8,0.7,220.1,0.2,60.0,70,28.6,1.4,891.0,2220
624,09.11.2020 15:45:43,Normal,136.6,0.6,220.4,0.2,60.0,60,28.5,1.4,891.0,2220
625,09.11.2020 15:51:43,Normal,134.0,0.6,220.0,0.2,60.01,57,28.3,1.4,891.0,2220
626,09.11.2020 16:01:43,Normal,132.1,0.5,220.2,0.2,60.0,48,28.1,1.4,891.0,2220
627,09.11.2020 16:11:43,Normal,134.3,0.5,220.6,0.2,60.0,43,27.9,1.4,891.0,2220
628,09.11.2020 16:15:43,Normal,137.6,0.4,220.7,0.2,59.98,41,27.8,1.4,891.0,2220
629,09.11.2020 16:23:43,Normal,135.1,0.4,221.1,0.1,60.01,37,27.6,1.5,891.1,2220
630,09.11.2020 16:25:44,Normal,129.3,0.4,221.4,0.2,59.99,37,27.6,1.5,891.1,2220
631,09.11.2020 16:41:44,Normal,126.5,0.3,220.3,0.2,59.97,27,27.2,1.5,891.1,2221
632,09.11.2020 16:45:43,Normal,130.4,0.2,220.6,0.1,60.01,25,27.2,1.5,891.1,2221
633,09.11.2020 16:53:43,Normal,125.8,0.3,221.3,0.1,60.01,26,27.0,1.5,891.1,2221
634,09.11.2020 16:59:44,Normal,128.0,0.2,221.5,0.1,60.03,26,27.0,1.5,891.1,2221
635,09.11.2020 17:05:44,Normal,128.7,0.2,220.1,0.2,60.01,25,26.8,1.5,891.1,2221
636,09.11.2020 17:11:44,Normal,127.4,0.2,219.7,0.1,59.98,24,26.8,1.5,891.1,2221
637,09.11.2020 17:15:44,Normal,128.5,0.2,220.4,0.1,60.0,23,26.7,1.5,891.1,2221
638,09.11.2020 17:23:44,Normal,126.3,0.1,220.1,0.1,60.02,19,26.6,1.5,891.1,2222
639,09.11.2020 17:25:44,Normal,130.3,0.1,219.9,0.1,60.03,18,26.6,1.5,891.1,2222
640,09.11.2020 17:41:44,Normal,126.8,0.0,218.9,0.1,59.97,14,26.4,1.5,891.1,2222
641,09.11.2020 17:47:44,Normal,122.4,0.0,218.3,0.1,59.97,12,26.3,1.5,891.1,2222
642,09.12.2020 06:16:43,Wait,143.1,0.0,219.7,0.0,60.03,0,20.9,0.0,891.1,2222
643,09.12.2020 06:20:43,Wait,145.3,0.0,219.9,0.0,60.04,0,21.3,0.0,891.1,2222
644,09.12.2020 06:26:43,Wait,147.6,0.0,219.4,0.0,59.99,0,21.5,0.0,891.1,2222
645,09.12.2020 06:30:43,Wait,149.4,0.0,219.3,0.0,60.01,0,21.5,0.0,891.1,2222
646,09.12.2020 06:36:43,Wait,151.9,0.0,218.9,0.0,59.97,0,21.7,0.0,891.1,2222
647,09.12.2020 06:46:43,Normal,134.6,0.4,220.4,0.2,60.0,40,22.1,0.0,891.1,2222
648,09.12.2020 06:50:43,Normal,135.9,0.5,220.7,0.2,60.0,43,22.7,0.0,891.1,2222
649,09.12.2020 06:56:43,Normal,137.0,0.7,220.6,0.2,59.99,67,23.2,0.0,891.1,2222
650,09.12.2020 07:00:43,Normal,138.4,0.6,220.9,0.2,60.02,63,23.4,0.0,891.1,2222
651,09.12.2020 07:10:43,Normal,138.0,0.8,220.3,0.3,59.94,86,24.0,0.0,891.1,2223
652,09.12.2020 07:22:43,Normal,140.3,1.1,220.1,0.5,60.05,133,24.7,0.0,891.1,2223
653,09.12.2020 07:26:43,Normal,136.9,1.1,219.4,0.5,60.01,132,25.0,0.1,891.2,2223
654,09.12.2020 07:30:43,Normal,145.5,1.1,219.0,0.7,59.98,153,25.3,0.1,891.2,2223
655,09.12.2020 07:44:43,Normal,146.2,1.9,218.7,1.2,59.98,287,26.3,0.1,891.2,2223
656,09.12.2020 07:50:43,Normal,141.0,2.2,219.1,1.4,60.02,314,26.9,0.2,891.3,2223
657,09.12.2020 07:56:43,Normal,142.8,1.6,218.5,1.0,60.0,248,27.2,0.2,891.3,2224
658,09.12.2020 08:00:43,Normal,142.2,2.3,218.6,1.4,60.01,327,27.4,0.2,891.3,2224
659,09.12.2020 08:08:43,Normal,143.4,2.8,218.1,1.7,59.95,391,27.9,0.3,891.4,2224
660,09.12.2020 08:14:43,Normal,146.9,2.0,218.1,1.4,59.95,294,28.2,0.3,891.4,2224
661,09.12.2020 08:22:43,Normal,137.7,3.7,219.4,2.2,59.99,494,29.0,0.4,891.5,2224
662,09.12.2020 08:26:43,Normal,142.6,3.9,220.5,2.4,59.98,531,29.3,0.4,891.5,2224
663,09.12.2020 08:30:43,Normal,139.1,4.1,220.0,2.5,59.95,556,29.7,0.5,891.6,2224
664,09.12.2020 08:36:43,Normal,142.3,4.0,219.8,2.5,60.01,575,30.2,0.5,891.6,2224
665,09.12.2020 08:42:43,Normal,137.4,4.4,219.6,2.7,59.98,607,30.8,0.6,891.7,2224
666,09.12.2020 08:54:43,Normal,139.7,2.3,219.4,1.4,59.98,319,31.6,0.7,891.8,2225
667,09.12.2020 08:56:43,Normal,138.8,4.5,220.3,2.7,59.97,624,31.8,0.7,891.8,2225
668,09.12.2020 09:08:43,Normal,136.1,4.9,219.4,2.9,59.93,670,32.6,0.9,892.0,2225
669,09.12.2020 09:10:43,Normal,138.6,5.2,220.1,3.2,59.97,721,32.8,0.9,892.0,2225
670,09.12.2020 09:22:43,Normal,139.1,2.4,219.7,1.5,59.94,335,33.1,1.0,892.1,2225
671,09.12.2020 09:26:43,Normal,129.6,3.1,219.7,1.7,59.93,385,33.1,1.1,892.2,2225
672,09.12.2020 09:42:43,Normal,135.4,3.1,220.1,1.8,59.98,408,33.7,1.2,892.3,2226
673,09.12.2020 09:52:43,Normal,145.0,3.8,220.2,2.4,59.96,525,34.3,1.3,892.4,2226
674,09.12.2020 10:06:43,Normal,138.4,4.2,219.7,2.5,60.0,545,34.9,1.5,892.6,2226
675,09.12.2020 10:12:43,Normal,129.8,6.9,220.6,3.8,59.98,871,35.8,1.6,892.7,2226
676,09.12.2020 10:16:43,Normal,125.4,3.4,219.0,1.9,60.02,414,35.8,1.6,892.7,2226
677,09.12.2020 10:22:43,Normal,134.5,6.3,220.7,3.6,60.0,834,36.7,1.7,892.8,2226
678,09.12.2020 10:26:43,Normal,129.3,6.5,220.5,3.6,60.01,829,37.0,1.8,892.9,2227
679,09.12.2020 10:30:43,Normal,132.6,6.4,220.7,3.6,60.02,835,37.5,1.9,893.0,2227
680,09.12.2020 10:38:43,Normal,132.9,6.5,220.0,3.7,60.0,851,38.4,2.0,893.1,2227
681,09.12.2020 10:40:44,Normal,133.5,6.4,220.6,3.7,60.02,846,38.6,2.1,893.2,2227
682,09.12.2020 10:50:44,Normal,130.6,6.6,220.1,3.7,59.98,851,39.6,2.2,893.3,2227
683,09.12.2020 10:58:44,Normal,131.8,6.7,221.4,3.8,60.02,872,40.3,2.4,893.5,2227
684,09.12.2020 11:00:44,Normal,127.3,7.0,221.2,3.8,60.02,875,40.6,2.4,893.5,2227
685,09.12.2020 11:08:43,Normal,126.9,7.1,220.9,3.8,59.97,887,41.4,2.5,893.6,2227
686,09.12.2020 11:10:44,Normal,127.4,7.1,221.2,3.9,60.02,890,41.7,2.6,893.7,2227
687,09.12.2020 11:16:44,Normal,130.6,6.7,221.1,3.8,59.98,867,42.2,2.7,893.8,2228
688,09.12.2020 11:22:44,Normal,128.6,7.3,221.2,4.0,59.98,930,42.3,2.8,893.9,2228
689,09.12.2020 11:26:44,Normal,127.9,7.3,220.9,3.9,60.0,917,42.7,2.8,893.9,2228
690,09.12.2020 11:30:44,Normal,129.4,7.3,221.2,4.0,60.01,933,43.0,2.9,894.0,2228
691,09.12.2020 11:44:44,Normal,125.4,7.6,221.0,4.1,59.98,940,44.1,3.2,894.3,2228
692,09.12.2020 11:46:44,Normal,129.6,7.4,221.2,4.1,60.01,945,44.2,3.2,894.3,2228
693,09.12.2020 11:54:44,Normal,129.0,7.7,220.5,4.2,59.98,974,44.2,3.3,894.4,2228
694,09.12.2020 11:58:44,Normal,135.0,7.7,220.8,4.4,59.98,990,43.9,3.4,894.5,2228
695,09.12.2020 12:00:44,Normal,134.9,7.4,220.6,4.3,59.98,985,44.0,3.4,894.5,2228
696,09.12.2020 12:08:44,Normal,132.0,7.7,220.9,4.3,60.04,1001,43.9,3.5,894.6,2229
697,09.12.2020 12:22:44,Normal,130.1,6.8,220.7,3.8,60.02,875,44.2,3.8,894.9,2229
698,09.12.2020 12:26:44,Normal,131.9,7.0,220.6,3.9,60.01,916,44.3,3.9,895.0,2229
699,09.12.2020 12:30:44,Normal,134.6,6.8,220.6,3.9,59.99,909,44.4,3.9,895.0,2229
700,09.12.2020 12:38:44,Normal,134.1,6.8,220.7,3.9,60.03,909,44.4,4.1,895.2,2229
701,09.12.2020 12:48:44,Normal,133.8,6.8,220.5,3.9,59.99,892,44.3,4.3,895.4,2229
702,09.12.2020 12:52:44,Normal,135.4,6.6,220.5,3.8,59.98,888,44.2,4.3,895.4,2230
703,09.12.2020 12:58:44,Normal,136.2,6.6,220.7,3.8,60.03,885,44.1,4.4,895.5,2230
704,09.12.2020 13:00:44,Normal,132.6,6.7,221.0,3.8,60.02,877,44.1,4.5,895.6,2230
705,09.12.2020 13:10:44,Normal,132.3,6.5,221.6,3.7,59.99,854,43.9,4.7,895.8,2230
706,09.12.2020 13:22:44,Normal,135.3,6.3,220.9,3.7,60.0,847,43.5,4.9,896.0,2230
707,09.12.2020 13:26:44,Normal,134.3,6.3,220.5,3.6,59.98,839,43.5,4.9,896.0,2230
708,09.12.2020 13:34:44,Normal,134.9,6.1,220.6,3.6,59.98,817,43.3,5.1,896.2,2230
709,09.12.2020 13:36:44,Normal,137.8,6.0,221.1,3.6,60.0,824,43.3,5.1,896.2,2230
710,09.12.2020 13:44:44,Normal,133.4,6.1,220.5,3.4,59.96,806,43.0,5.2,896.3,2231
711,09.12.2020 13:46:44,Normal,134.8,6.0,221.0,3.4,60.01,804,43.0,5.3,896.4,2231
712,09.12.2020 13:50:44,Normal,133.8,5.9,221.0,3.4,60.03,793,42.9,5.3,896.4,2231
713,09.12.2020 14:02:44,Normal,134.0,5.7,220.2,3.4,59.98,759,42.6,5.5,896.6,2231
714,09.12.2020 14:10:44,Normal,135.5,5.4,220.6,3.2,60.01,733,42.3,5.6,896.7,2231
715,09.12.2020 14:22:44,Normal,135.3,5.1,219.8,3.0,59.97,689,42.0,5.8,896.9,2231
716,09.12.2020 14:26:44,Normal,137.1,4.9,220.2,3.0,60.01,680,41.9,5.9,897.0,2231
717,09.12.2020 14:30:44,Normal,135.4,4.9,220.3,2.9,60.0,667,41.8,5.9,897.0,2232
718,09.12.2020 14:40:44,Normal,137.6,4.5,219.9,2.7,60.01,622,41.6,6.0,897.1,2232
719,09.12.2020 14:48:44,Normal,134.8,4.4,219.9,2.6,59.98,602,41.3,6.1,897.2,2232
720,09.12.2020 14:52:44,Normal,135.6,4.2,220.0,2.5,59.99,581,41.1,6.2,897.3,2232
721,09.12.2020 14:56:44,Normal,132.2,4.3,220.4,2.5,59.98,555,41.1,6.2,897.3,2232
722,09.12.2020 15:06:45,Normal,137.8,3.9,220.1,2.4,60.0,526,40.6,6.3,897.4,2232
723,09.12.2020 15:10:44,Normal,133.1,3.9,220.2,2.3,59.98,513,40.4,6.4,897.5,2232
724,09.12.2020 15:22:44,Normal,135.8,3.5,220.0,2.0,59.97,467,40.0,6.5,897.6,2233
725,09.12.2020 15:26:45,Normal,136.4,3.4,219.8,2.0,59.97,451,39.8,6.5,897.6,2233
726,09.12.2020 15:30:44,Normal,136.2,3.2,219.6,1.9,59.98,435,39.6,6.6,897.7,2233
727,09.12.2020 15:44:44,Normal,139.6,2.7,219.4,1.7,59.99,383,38.9,6.7,897.8,2233
728,09.12.2020 15:50:45,Normal,137.5,2.6,219.8,1.5,59.98,361,38.6,6.7,897.8,2233
729,09.12.2020 15:58:45,Normal,138.3,2.4,219.6,1.4,60.01,332,38.1,6.8,897.9,2233
730,09.12.2020 16:00:45,Normal,135.7,2.3,219.3,1.4,59.97,323,38.1,6.8,897.9,2233
731,09.12.2020 16:14:45,Normal,137.4,1.9,218.7,1.1,60.0,267,37.4,6.9,898.0,2234
732,09.12.2020 16:22:45,Normal,140.2,1.6,219.3,1.0,60.02,241,37.0,6.9,898.0,2234
733,09.12.2020 16:26:45,Normal,138.1,1.5,218.9,0.9,59.99,209,36.7,6.9,898.0,2234
734,09.12.2020 16:30:45,Normal,136.0,1.3,218.7,0.8,59.96,179,36.5,7.0,898.1,2234
735,09.12.2020 16:36:45,Normal,136.7,1.3,218.8,0.7,60.04,179,36.2,7.0,898.1,2234
736,09.12.2020 16:40:45,Normal,138.6,1.3,219.3,0.7,60.0,166,35.9,7.0,898.1,2234
737,09.12.2020 16:48:45,Normal,137.4,1.0,218.8,0.5,60.01,139,35.6,7.0,898.1,2234
738,09.12.2020 16:52:45,Normal,136.4,1.0,219.3,0.5,59.99,130,35.4,7.0,898.1,2234
739,09.12.2020 16:56:45,Normal,135.8,1.0,219.0,0.5,60.02,120,35.1,7.0,898.1,2234
740,09.12.2020 17:08:45,Normal,136.0,0.7,218.7,0.3,60.01,80,34.3,7.1,898.2,2235
741,09.12.2020 17:10:45,Normal,133.7,0.7,218.7,0.3,59.99,75,34.2,7.1,898.2,2235
742,09.12.2020 17:16:45,Normal,131.1,0.6,218.7,0.2,59.97,62,33.7,7.1,898.2,2235
743,09.12.2020 17:22:45,Normal,128.7,0.5,218.5,0.2,60.03,43,33.1,7.1,898.2,2235
744,09.12.2020 17:26:45,Normal,129.8,0.4,218.5,0.2,59.98,40,32.8,7.1,898.2,2235
745,09.12.2020 17:36:45,Normal,125.0,0.1,218.5,0.1,60.02,18,31.9,7.1,898.2,2235
746,09.12.2020 17:40:45,Normal,126.5,0.2,218.1,0.1,59.99,24,31.5,7.1,898.2,2235
747,09.13.2020 06:31:45,Wait,138.0,0.0,220.7,0.0,60.04,0,23.0,0.0,898.2,2236
748,09.13.2020 06:35:45,Wait,142.4,0.0,220.3,0.0,59.94,0,23.1,0.0,898.2,2236
749,09.13.2020 06:45:45,Wait,148.1,0.0,220.4,0.0,59.99,0,23.2,0.0,898.2,2236
750,09.13.2020 06:53:45,Wait,148.0,0.0,220.8,0.0,60.0,0,23.3,0.0,898.2,2236
751,09.13.2020 07:01:45,Wait,148.8,0.0,221.2,0.0,59.99,0,23.5,0.0,898.2,2236
752,09.13.2020 07:07:45,Wait,150.5,0.0,221.2,0.0,60.0,0,23.5,0.0,898.2,2236
753,09.13.2020 07:11:45,Wait,152.9,0.0,220.7,0.0,60.0,0,23.5,0.0,898.2,2236
754,09.13.2020 07:23:45,Wait,154.7,0.0,219.7,0.0,59.96,0,23.6,0.0,898.2,2237
755,09.13.2020 07:25:45,Wait,154.5,0.0,220.0,0.0,59.99,0,23.7,0.0,898.2,2237
756,09.13.2020 07:39:45,Normal,131.5,0.5,220.8,0.2,60.0,42,24.1,0.0,898.2,2237
757,09.13.2020 07:45:45,Normal,133.3,0.5,220.4,0.2,60.01,43,24.3,0.0,898.2,2237
758,09.13.2020 07:51:45,Normal,137.5,0.4,219.4,0.2,60.01,42,24.6,0.0,898.2,2237
759,09.13.2020 07:57:45,Normal,130.0,0.5,219.3,0.2,59.99,46,24.8,0.0,898.2,2237
760,09.13.2020 08:01:45,Normal,136.2,0.5,219.3,0.2,60.0,49,25.0,0.0,898.2,2237
761,09.13.2020 08:05:45,Normal,132.2,0.6,219.0,0.2,60.0,57,25.1,0.0,898.2,2237
762,09.13.2020 08:11:45,Normal,136.9,0.7,218.9,0.2,59.92,66,25.4,0.0,898.2,2238
763,09.13.2020 08:15:45,Normal,139.3,0.7,219.0,0.3,59.99,72,25.5,0.0,898.2,2238
764,09.13.2020 08:23:45,Normal,138.9,0.7,218.9,0.2,60.04,70,25.9,0.1,898.3,2238
765,09.13.2020 08:25:45,Normal,134.6,0.7,218.6,0.2,60.03,67,26.0,0.1,898.3,2238
766,09.13.2020 08:43:45,Normal,138.1,0.8,219.1,0.4,60.0,90,26.5,0.1,898.3,2238
767,09.13.2020 08:45:45,Normal,141.5,0.8,218.5,0.4,59.98,87,26.6,0.1,898.3,2238
768,09.13.2020 08:51:45,Normal,140.1,0.7,218.4,0.4,59.99,83,26.7,0.1,898.3,2238
769,09.13.2020 08:55:45,Normal,142.3,0.8,218.4,0.4,59.94,92,26.9,0.1,898.3,2238
770,09.13.2020 09:01:45,Normal,143.5,0.9,218.9,0.4,59.97,98,27.0,0.1,898.3,2239
771,09.13.2020 09:07:46,Normal,140.3,0.8,219.5,0.4,60.01,95,27.1,0.1,898.3,2239
772,09.13.2020 09:11:45,Normal,141.0,0.9,219.3,0.4,60.0,97,27.2,0.1,898.3,2239
773,09.13.2020 09:23:46,Normal,142.3,0.9,218.7,0.4,59.98,111,27.5,0.2,898.4,2239
774,09.13.2020 09:25:45,Normal,142.4,0.9,218.6,0.5,60.0,115,27.6,0.2,898.4,2239
775,09.13.2020 09:31:46,Normal,140.8,1.0,218.5,0.5,59.96,118,27.7,0.2,898.4,2239
776,09.13.2020 09:41:46,Normal,143.0,1.1,218.0,0.6,59.97,147,28.0,0.2,898.4,2239
777,09.13.2020 09:45:46,Normal,139.1,1.2,218.3,0.7,59.98,152,28.1,0.2,898.4,2239
778,09.13.2020 09:51:46,Normal,142.8,1.3,218.6,0.8,59.99,188,28.3,0.2,898.4,2240
779,09.13.2020 09:59:46,Normal,143.4,1.8,218.6,1.1,59.97,268,28.8,0.3,898.5,2240
780,09.13.2020 10:01:46,Normal,138.2,1.9,218.4,1.2,59.95,270,28.9,0.3,898.5,2240
781,09.13.2020 10:23:46,Normal,139.4,2.2,218.0,1.4,59.98,313,30.0,0.4,898.6,2240
782,09.13.2020 10:25:46,Normal,140.4,2.2,217.8,1.4,59.97,310,30.0,0.4,898.6,2240
783,09.13.2020 10:39:46,Normal,140.8,2.1,219.2,1.3,59.96,302,30.5,0.5,898.7,2241
784,09.13.2020 10:41:46,Normal,142.7,2.2,219.3,1.4,60.01,316,30.5,0.5,898.7,2241
785,09.13.2020 10:45:46,Normal,144.7,2.3,219.9,1.5,60.01,343,30.7,0.6,898.8,2241
786,09.13.2020 10:53:46,Normal,140.2,2.9,219.5,1.7,59.97,396,31.0,0.6,898.8,2241
787,09.13.2020 10:57:46,Normal,141.3,2.7,219.7,1.7,60.0,385,31.1,0.6,898.8,2241
788,09.13.2020 11:01:46,Normal,140.4,2.7,219.1,1.7,59.99,377,31.4,0.7,898.9,2241
789,09.13.2020 11:05:46,Normal,137.3,2.7,219.0,1.6,59.96,368,31.5,0.7,898.9,2241
790,09.13.2020 11:13:46,Normal,142.0,2.3,218.9,1.4,59.98,332,31.6,0.8,899.0,2241
791,09.13.2020 11:23:46,Normal,139.5,2.6,218.5,1.6,59.93,366,31.8,0.8,899.0,2241
792,09.13.2020 11:25:46,Normal,140.1,2.8,218.6,1.7,59.97,393,31.8,0.8,899.0,2241
793,09.13.2020 11:37:46,Normal,140.2,2.5,218.1,1.5,60.01,352,32.0,0.9,899.1,2242
794,09.13.2020 11:41:46,Normal,142.5,2.5,218.6,1.5,60.02,360,32.1,1.0,899.2,2242
795,09.13.2020 11:45:46,Normal,144.9,3.0,218.5,1.9,60.02,424,32.1,1.0,899.2,2242
796,09.13.2020 11:53:46,Normal,141.7,2.4,218.9,1.5,59.98,346,32.3,1.1,899.3,2242
797,09.13.2020 11:59:46,Normal,136.9,2.9,219.6,1.7,59.95,389,32.4,1.1,899.3,2242
798,09.13.2020 12:01:46,Normal,140.1,3.0,219.3,1.8,59.98,415,32.4,1.1,899.3,2242
799,09.13.2020 12:09:46,Normal,138.8,2.9,219.5,1.7,60.0,394,32.6,1.2,899.4,2242
800,09.13.2020 12:13:46,Normal,139.8,2.7,219.6,1.6,60.01,371,32.8,1.2,899.4,2242
801,09.13.2020 12:15:46,Normal,141.1,2.7,219.7,1.7,60.01,383,32.7,1.2,899.4,2242
802,09.13.2020 12:23:46,Normal,137.3,2.9,219.8,1.7,59.99,394,32.9,1.3,899.5,2243
803,09.13.2020 12:25:46,Normal,139.6,2.7,219.5,1.7,59.98,381,32.9,1.3,899.5,2243
804,09.13.2020 12:31:46,Normal,137.9,2.6,219.6,1.5,60.02,361,32.9,1.3,899.5,2243
805,09.13.2020 12:43:46,Normal,138.3,2.6,218.7,1.5,59.97,365,33.0,1.4,899.6,2243
806,09.13.2020 12:45:46,Normal,138.3,2.6,219.1,1.5,60.03,360,33.0,1.4,899.6,2243
807,09.13.2020 12:51:46,Normal,141.5,2.6,219.5,1.6,60.03,369,33.1,1.5,899.7,2243
808,09.13.2020 13:03:47,Normal,139.4,3.0,220.3,1.8,60.01,409,33.4,1.6,899.8,2243
809,09.13.2020 13:15:46,Normal,141.8,2.7,219.5,1.7,60.0,386,33.4,1.7,899.9,2244
810,09.13.2020 13:23:46,Normal,137.0,2.9,219.4,1.7,60.01,398,33.6,1.7,899.9,2244
811,09.13.2020 13:25:46,Normal,138.9,2.9,219.2,1.7,60.01,393,33.6,1.8,900.0,2244
812,09.13.2020 13:31:46,Normal,143.1,2.5,218.9,1.5,60.03,359,33.6,1.8,900.0,2244
813,09.13.2020 13:41:46,Normal,143.6,3.2,219.4,2.0,59.99,448,33.7,1.9,900.1,2244
814,09.13.2020 13:45:46,Normal,143.7,3.4,219.3,2.1,59.99,479,33.8,1.9,900.1,2244
815,09.13.2020 13:51:46,Normal,142.4,3.0,219.3,1.9,59.99,426,34.0,2.0,900.2,2244
816,09.13.2020 13:57:46,Normal,141.1,3.4,219.6,2.0,60.02,469,34.1,2.0,900.2,2245
817,09.13.2020 14:01:47,Normal,138.1,3.0,219.4,1.8,59.98,413,34.2,2.1,900.3,2245
818,09.13.2020 14:23:47,Normal,138.6,3.6,219.5,2.2,59.96,485,34.5,2.3,900.5,2245
819,09.13.2020 14:27:47,Normal,135.9,3.3,219.8,2.0,59.94,438,34.5,2.3,900.5,2245
820,09.13.2020 14:33:47,Normal,138.6,3.1,219.4,1.9,59.95,421,34.6,2.4,900.6,2245
821,09.13.2020 14:35:46,Normal,135.3,3.0,219.3,1.8,59.97,400,34.6,2.4,900.6,2245
822,09.13.2020 14:41:47,Normal,140.6,5.3,220.6,3.3,60.0,747,35.2,2.5,900.7,2245
823,09.13.2020 14:49:46,Normal,137.3,5.0,220.5,3.0,60.03,691,35.6,2.6,900.8,2246
824,09.13.2020 14:57:47,Normal,133.6,2.4,219.3,1.4,60.01,335,35.8,2.7,900.9,2246
825,09.13.2020 15:01:47,Normal,138.0,4.8,220.6,2.9,60.01,654,35.7,2.7,900.9,2246
826,09.13.2020 15:05:47,Normal,129.0,2.7,219.2,1.5,59.98,299,35.7,2.8,901.0,2246
827,09.13.2020 15:11:47,Normal,140.0,4.1,220.2,2.5,60.01,581,35.8,2.8,901.0,2246
828,09.13.2020 15:15:47,Normal,137.6,4.0,220.3,2.5,60.02,548,35.9,2.9,901.1,2246
829,09.13.2020 15:23:47,Normal,136.5,3.8,219.6,2.2,60.01,498,35.7,3.0,901.2,2246
830,09.13.2020 15:25:47,Normal,137.5,3.7,219.8,2.2,60.0,492,35.7,3.0,901.2,2246
